,Precinct Name,Registered Voters,Trump Election Day,Trump Absentee,Trump Total,Biden Election Day,Biden Absentee,Biden Total,Rocky Election Day,Rocky Absentee,Rocky Total,Don Election Day,Don Absentee,Don Total,Ricki Election Day,Ricki Absentee,Ricki Total,Howie Election Day,Howie Absentee,Howie Total,Jo Election Day,Jo Absentee,Jo Total,Brock Election Day,Brock Absentee,Brock Total,Kayne Election Day,Kayne Absentee,Kayne Total,Write-in Election Day,Write-in Absentee,Write-in Total,Total Votes,Precinct
145,Mason South / Bath Twps Pct,473,116,145,261,22,108,130,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,0,0,0,2,2,0,0,0,397,CerroGordo Mason South / Bath Twps Pct
146,Mt Vernon / Pleasant Valley Twps Pct,490,177,78,255,41,76,117,0,0,0,0,0,0,0,0,0,1,0,1,2,2,4,2,0,2,0,0,0,0,1,1,380,CerroGordo Mt Vernon / Pleasant Valley Twps Pct
147,Portland / Owen / Dougherty Twps Pct,585,220,119,339,45,113,158,0,0,0,1,0,1,0,0,0,0,4,4,2,0,2,0,0,0,0,0,0,0,0,0,504,CerroGordo Portland / Owen / Dougherty Twps Pct
148,Bradford,1748,479,343,822,115,296,411,0,1,1,0,0,0,0,0,0,2,0,2,5,2,7,0,1,1,0,0,0,1,0,1,1245,Chickasaw Bradford
149,Chickasaw,310,70,94,164,8,58,66,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,233,Chickasaw Chickasaw
150,Dayton-Richland,493,119,166,285,11,106,117,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,1,0,0,0,406,Chickasaw Dayton-Richland
151,Deerfield-Washington 2,548,104,197,301,18,112,130,1,0,1,0,0,0,0,2,2,1,0,1,1,2,3,0,0,0,1,0,1,0,2,2,441,Chickasaw Deerfield-Washington 2
152,Dresden-Fredericksburg,1205,358,240,598,68,204,272,0,0,0,0,1,1,0,0,0,0,0,0,5,2,7,0,0,0,0,0,0,0,2,2,880,Chickasaw Dresden-Fredericksburg
153,Jacksonville-Utica,478,91,166,257,19,88,107,0,2,2,0,0,0,0,1,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,370,Chickasaw Jacksonville-Utica
154,New Hampton Rural,540,109,223,332,9,105,114,0,1,1,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,451,Chickasaw New Hampton Rural
155,Stapleton,603,165,147,312,31,136,167,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,1,1,2,486,Chickasaw Stapleton
156,Washington 1,273,44,77,121,7,61,68,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,193,Chickasaw Washington 1
157,City of New Hampton Ward 1,587,95,153,248,29,167,196,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,0,0,0,0,0,0,3,3,451,Chickasaw City of New Hampton Ward 1
158,City of New Hampton Ward 2,554,97,153,250,31,124,155,0,1,1,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,1,1,413,Chickasaw City of New Hampton Ward 2
159,City of New Hampton Ward 3,685,118,206,324,24,205,229,0,0,0,0,0,0,0,0,0,1,2,3,3,1,4,0,0,0,0,0,0,2,0,2,562,Chickasaw City of New Hampton Ward 3
160,City of New Hampton Ward 4,643,71,223,294,18,183,201,0,0,0,0,2,2,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,500,Chickasaw City of New Hampton Ward 4
161,Douglas/Peterson,534,221,116,337,23,64,87,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,1,1,430,Clay Douglas/Peterson
162,Garfield/Herdland,306,121,65,186,26,35,61,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,249,Clay Garfield/Herdland
163,Lake/Freeman,398,134,91,225,39,52,91,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,0,0,0,0,0,0,0,0,0,323,Clay Lake/Freeman
164,Lincoln/Clay,598,226,124,350,31,74,105,1,0,1,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,1,0,1,0,0,0,464,Clay Lincoln/Clay
165,Logan/Gillett Grove,360,116,101,217,10,42,52,0,0,0,1,1,2,0,0,0,0,0,0,3,0,3,0,2,2,1,0,1,0,0,0,277,Clay Logan/Gillett Grove
166,Spencer Ward 1,1395,219,322,541,57,264,321,0,0,0,1,0,1,0,0,0,1,1,2,13,9,22,0,0,0,2,1,3,2,0,2,892,Clay Spencer Ward 1
167,Spencer Ward 2,1467,255,378,633,76,308,384,1,0,1,0,2,2,0,0,0,0,1,1,7,7,14,1,0,1,1,0,1,0,3,3,1040,Clay Spencer Ward 2
168,Spencer Ward 3,1536,298,451,749,49,343,392,0,0,0,0,2,2,0,1,1,1,1,2,5,8,13,0,0,0,0,2,2,2,3,5,1166,Clay Spencer Ward 3
169,Spencer Ward 4,1830,325,668,993,54,369,423,0,0,0,0,1,1,0,0,0,0,0,0,1,5,6,0,0,0,1,4,5,2,2,4,1432,Clay Spencer Ward 4
170,Spencer Ward 5,1766,271,604,875,61,384,445,0,2,2,2,0,2,0,0,0,0,0,0,5,9,14,0,0,0,3,1,4,2,2,4,1346,Clay Spencer Ward 5
171,Summit/Riverton/Sioux/Meadow,1079,263,358,621,30,172,202,0,0,0,0,1,1,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,1,1,829,Clay Summit/Riverton/Sioux/Meadow
172,Waterford/Lone Tree,668,284,126,410,33,66,99,1,0,1,0,0,0,0,0,0,0,1,1,6,1,7,0,0,0,1,1,2,0,1,1,521,Clay Waterford/Lone Tree
173,BLOOMFIELD BROOKFIELD DELMAR,863,282,151,433,74,159,233,0,0,0,0,0,0,0,0,0,0,2,2,5,2,7,0,0,0,0,0,0,0,1,1,676,Clinton BLOOMFIELD BROOKFIELD DELMAR
174,CAMANCHE 1,1748,402,324,726,140,442,582,0,0,0,3,2,5,0,0,0,0,1,1,11,9,20,0,0,0,1,0,1,1,1,2,1337,Clinton CAMANCHE 1
175,CAMANCHE 2,1700,269,395,664,84,441,525,1,0,1,0,1,1,0,2,2,1,2,3,7,5,12,0,0,0,3,1,4,1,1,2,1214,Clinton CAMANCHE 2
176,CENTER TWP,444,121,143,264,18,68,86,0,0,0,0,2,2,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,361,Clinton CENTER TWP
177,CLINTON 1-1,1755,162,218,380,111,395,506,0,0,0,0,0,0,0,1,1,0,2,2,11,3,14,0,2,2,3,2,5,0,0,0,910,Clinton CLINTON 1-1
178,CLINTON 1-2,2357,295,447,742,111,580,691,0,0,0,0,4,4,0,1,1,0,2,2,9,10,19,0,0,0,1,0,1,3,2,5,1465,Clinton CLINTON 1-2
179,CLINTON 2-1,1898,171,265,436,124,471,595,0,1,1,0,1,1,0,0,0,3,1,4,11,11,22,1,0,1,3,0,3,3,2,5,1068,Clinton CLINTON 2-1
180,CLINTON 2-2,2432,271,557,828,128,779,907,0,1,1,1,0,1,0,0,0,1,1,2,12,17,29,0,1,1,1,3,4,1,0,1,1774,Clinton CLINTON 2-2
181,CLINTON 3-1,2281,205,417,622,92,751,843,0,0,0,0,0,0,0,2,2,1,2,3,6,9,15,0,0,0,0,5,5,1,6,7,1497,Clinton CLINTON 3-1
182,CLINTON 3-2,2557,320,504,824,123,765,888,0,0,0,0,0,0,0,0,0,3,3,6,10,15,25,0,0,0,3,2,5,2,1,3,1751,Clinton CLINTON 3-2
183,CLINTON 4-1,2276,282,582,864,90,710,800,0,0,0,1,4,5,0,0,0,0,1,1,2,18,20,0,1,1,1,3,4,1,3,4,1699,Clinton CLINTON 4-1
184,CLINTON 4-2,2349,282,487,769,108,673,781,0,0,0,1,3,4,0,0,0,0,2,2,9,9,18,0,0,0,2,5,7,0,1,1,1582,Clinton CLINTON 4-2
185,DEEP CREEK GOOSE LAKE,513,181,118,299,21,82,103,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,406,Clinton DEEP CREEK GOOSE LAKE
186,DEWITT 1,1079,403,315,718,156,499,655,0,0,0,0,1,1,0,0,0,2,1,3,25,5,30,0,0,0,0,0,0,1,5,6,1413,Clinton DEWITT 1
187,DEWITT 2,1840,408,487,895,159,626,785,1,0,1,1,2,3,2,0,2,2,2,4,8,9,17,0,0,0,1,1,2,0,3,3,1712,Clinton DEWITT 2
188,DEWITT TWP,2137,326,311,637,56,214,270,0,0,0,2,1,3,0,0,0,0,1,1,2,4,6,0,0,0,0,0,0,1,1,2,919,Clinton DEWITT TWP
189,EDEN CAMANCHE TWP,455,153,86,239,26,99,125,0,0,0,0,0,0,0,0,0,1,0,1,4,1,5,0,0,0,0,0,0,1,0,1,371,Clinton EDEN CAMANCHE TWP
190,ELK RIVER HAMPSHIRE ANDOVER,1191,276,346,622,45,281,326,0,2,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,1,2,958,Clinton ELK RIVER HAMPSHIRE ANDOVER
191,LIBERTY TORONTO,231,85,42,127,15,41,56,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,1,0,1,0,0,0,187,Clinton LIBERTY TORONTO
192,LOW MOOR,184,64,25,89,16,30,46,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,138,Clinton LOW MOOR
193,OLIVE GRANT CALAMUS,792,327,166,493,51,123,174,0,0,0,1,0,1,0,0,0,1,1,2,4,0,4,0,0,0,0,0,0,0,0,0,674,Clinton OLIVE GRANT CALAMUS
194,ORANGE GRAND MOUND,842,300,119,419,74,158,232,0,0,0,0,1,1,0,1,1,3,1,4,10,2,12,0,0,0,1,0,1,0,0,0,670,Clinton ORANGE GRAND MOUND
195,SHARON LOST NATION,509,178,76,254,47,65,112,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,1,0,1,1,1,2,373,Clinton SHARON LOST NATION
196,SPRING ROCK WHEATLAND,767,284,120,404,59,133,192,0,0,0,0,0,0,0,0,0,0,1,1,4,4,8,0,0,0,1,0,1,1,0,1,607,Clinton SPRING ROCK WHEATLAND
197,WATERFORD CHARLOTTE,479,167,93,260,39,66,105,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,368,Clinton WATERFORD CHARLOTTE
198,WELTON WASHINGTON WELTON,658,235,118,353,74,120,194,0,0,0,1,0,1,0,0,0,0,1,1,5,2,7,0,0,0,1,0,1,0,0,0,557,Clinton WELTON WASHINGTON WELTON
199,Adams,1038,309,271,580,80,230,310,0,0,0,0,0,0,0,0,0,1,0,1,6,1,7,0,1,1,1,0,1,0,1,1,901,Dallas Adams
200,ADEL 1,1399,256,342,598,103,328,431,0,0,0,0,1,1,0,0,0,1,0,1,11,10,21,0,1,1,1,1,2,1,3,4,1059,Dallas ADEL 1
201,ADEL 2,2792,645,669,1314,208,739,947,1,0,1,1,2,3,2,0,2,2,1,3,19,21,40,1,0,1,5,2,7,3,3,6,2324,Dallas ADEL 2
202,BEAVER / DES MOINES,1565,490,196,686,177,369,546,0,0,0,0,0,0,0,0,0,4,1,5,19,7,26,0,0,0,1,1,2,3,1,4,1269,Dallas BEAVER / DES MOINES
203,CLIVE 5,2129,384,488,872,188,714,902,0,0,0,0,0,0,0,0,0,1,1,2,10,10,20,0,0,0,3,3,6,1,3,4,1806,Dallas CLIVE 5
204,CLIVE 6,3229,670,730,1400,290,1053,1343,3,1,4,0,0,0,0,0,0,1,1,2,13,27,40,0,0,0,3,3,6,1,7,8,2803,Dallas CLIVE 6
205,COLFAX / ADEL,1022,256,324,580,40,220,260,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,1,0,1,1,1,2,1,2,3,856,Dallas COLFAX / ADEL
206,DESOTO,632,141,105,246,69,141,210,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8,0,0,0,1,1,2,1,2,3,469,Dallas DESOTO
207,LINCOLN /WASHINGTON /LINN,843,261,188,449,44,150,194,0,0,0,0,0,0,0,0,0,0,1,1,4,4,8,0,0,0,1,0,1,0,1,1,654,Dallas LINCOLN /WASHINGTON /LINN
208,PERRY 1,1445,282,144,426,213,327,540,3,0,3,1,0,1,0,2,2,0,0,0,9,1,10,0,0,0,0,1,1,1,2,3,986,Dallas PERRY 1
209,PERRY 2,1342,230,129,359,190,309,499,1,0,1,1,0,1,0,1,1,0,1,1,8,1,9,0,0,0,1,1,2,2,0,2,875,Dallas PERRY 2
210,PERRY 3,1397,277,148,425,223,282,505,2,1,3,0,1,1,0,1,1,0,0,0,6,0,6,0,0,0,1,0,1,3,0,3,945,Dallas PERRY 3
211,SPRING VALLEY / DALLAS,695,174,127,301,62,177,239,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,548,Dallas SPRING VALLEY / DALLAS
212,SUGAR GROVE / DALLAS CENTER,1947,634,310,944,212,357,569,1,0,1,1,0,1,0,1,1,1,2,3,13,7,20,0,1,1,1,0,1,7,2,9,1550,Dallas SUGAR GROVE / DALLAS CENTER
213,UNION,1575,562,226,788,139,232,371,0,1,1,1,0,1,0,1,1,1,1,2,12,1,13,0,0,0,0,1,1,0,0,0,1178,Dallas UNION
214,URBANDALE 13,3301,554,830,1384,248,1160,1408,2,0,2,0,0,0,0,0,0,1,1,2,13,29,42,1,0,1,5,2,7,2,10,12,2858,Dallas URBANDALE 13
215,URBANDALE 14,2625,431,790,1221,173,878,1051,0,1,1,0,2,2,0,1,1,1,0,1,12,10,22,0,0,0,0,0,0,2,7,9,2308,Dallas URBANDALE 14
216,URBANDALE 15,2207,466,587,1053,203,715,918,0,1,1,0,2,2,0,0,0,1,0,1,8,8,16,1,0,1,0,0,0,6,8,14,2006,Dallas URBANDALE 15
217,VAN METER,2428,710,525,1235,246,512,758,1,0,1,0,1,1,0,0,0,2,0,2,19,12,31,0,1,1,2,2,4,3,4,7,2040,Dallas VAN METER
218,WALNUT / GRIMES /  GRANT,1767,598,287,885,201,352,553,0,0,0,1,2,3,0,0,0,2,0,2,8,5,13,0,0,0,1,2,3,3,0,3,1462,Dallas WALNUT / GRIMES /  GRANT
219,WAUKEE 1,2726,587,494,1081,303,792,1095,0,1,1,0,1,1,0,1,1,3,2,5,19,10,29,0,0,0,2,0,2,7,4,11,2226,Dallas WAUKEE 1
220,WAUKEE 2,3644,692,676,1368,404,1218,1622,0,2,2,0,2,2,2,0,2,2,2,4,19,12,31,0,0,0,2,2,4,3,1,4,3039,Dallas WAUKEE 2
221,WAUKEE 3,2871,448,517,965,302,1024,1326,0,3,3,0,0,0,0,2,2,1,3,4,20,13,33,0,0,0,4,3,7,3,7,10,2350,Dallas WAUKEE 3
222,WAUKEE 4,2273,464,537,1001,196,704,900,0,0,0,0,1,1,0,0,0,1,0,1,13,10,23,0,0,0,0,1,1,1,4,5,1932,Dallas WAUKEE 4
223,WAUKEE 5,2440,545,477,1022,251,777,1028,1,1,2,1,0,1,0,0,0,0,1,1,15,19,34,0,0,0,1,0,1,2,3,5,2094,Dallas WAUKEE 5
224,WAUKEE 6,2525,553,445,998,318,774,1092,2,0,2,0,0,0,1,0,1,2,1,3,21,12,33,0,0,0,2,1,3,0,7,7,2139,Dallas WAUKEE 6
225,WEST DES MOINES 221,3396,531,651,1182,318,1173,1491,1,0,1,0,0,0,0,0,0,1,2,3,22,15,37,0,0,0,0,3,3,2,5,7,2724,Dallas WEST DES MOINES 221
226,WEST DES MOINES 222,2321,334,431,765,235,805,1040,1,0,1,0,1,1,0,1,1,1,0,1,9,10,19,0,0,0,1,3,4,3,3,6,1838,Dallas WEST DES MOINES 222
227,WEST DES MOINES 223,1839,334,383,717,178,639,817,0,0,0,0,0,0,0,0,0,1,1,2,10,16,26,0,0,0,1,0,1,0,2,2,1565,Dallas WEST DES MOINES 223
228,WEST DES MOINES 224,490,99,116,215,56,166,222,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,441,Dallas WEST DES MOINES 224
229,WEST DES MOINES 225,3356,583,486,1069,473,996,1469,3,1,4,0,0,0,0,0,0,1,0,1,23,19,42,1,0,1,6,2,8,2,8,10,2604,Dallas WEST DES MOINES 225
230,WEST DES MOINES 226,1464,256,200,456,193,467,660,0,0,0,0,1,1,1,1,2,0,0,0,12,5,17,0,0,0,0,0,0,0,1,1,1137,Dallas WEST DES MOINES 226
231,WEST DES MOINES 321,2454,343,538,881,262,871,1133,1,1,2,0,3,3,0,0,0,0,2,2,25,14,39,0,0,0,1,1,2,2,4,6,2068,Dallas WEST DES MOINES 321
232,WEST DES MOINES 322,1100,207,314,521,46,384,430,0,1,1,0,0,0,0,1,1,0,1,1,2,5,7,0,0,0,0,2,2,1,4,5,968,Dallas WEST DES MOINES 322
233,BL/FA/Lamoni,1383,406,184,590,183,324,507,2,0,2,1,0,1,1,0,1,2,1,3,8,3,11,0,0,0,6,0,6,1,0,1,1122,Decatur BL/FA/Lamoni
234,BU/HA/Mo/NB/Davis City/Pleasanton,450,203,120,323,22,44,66,1,1,2,0,0,0,0,0,0,0,1,1,2,0,2,0,1,1,0,0,0,0,0,0,395,Decatur BU/HA/Mo/NB/Davis City/Pleasanton
235,CE/ED/Leon,1280,502,330,832,68,217,285,1,0,1,0,0,0,1,0,1,1,3,4,4,2,6,0,1,1,1,3,4,1,0,1,1135,Decatur CE/ED/Leon
236,DE/Decatur City,225,105,47,152,14,25,39,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,193,Decatur DE/Decatur City
237,GG/HP/WO/Garden Grove/LeRoy,406,194,84,278,21,50,71,1,0,1,1,0,1,0,0,0,0,1,1,2,1,3,0,0,0,0,0,0,1,0,1,356,Decatur GG/HP/WO/Garden Grove/LeRoy
238,GR/RL/Grand River,274,149,34,183,29,32,61,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,248,Decatur GR/RL/Grand River
239,FR/LC/Van Wert/Weldon,440,163,94,257,30,61,91,0,0,0,0,1,1,0,0,0,0,2,2,2,2,4,0,0,0,0,0,0,0,0,0,355,Decatur FR/LC/Van Wert/Weldon
240,Pct 1T,2289,383,619,1002,93,634,727,0,0,0,0,0,0,0,1,1,0,2,2,7,9,16,0,1,1,1,1,2,3,1,4,1755,DesMoines Pct 1T
241,Pct 2,2227,261,445,706,120,636,756,0,1,1,2,0,2,0,0,0,1,1,2,13,11,24,0,1,1,2,2,4,0,2,2,1498,DesMoines Pct 2
242,Pct 3,2064,261,279,540,156,493,649,0,1,1,1,0,1,1,2,3,3,3,6,21,7,28,1,0,1,1,1,2,4,1,5,1236,DesMoines Pct 3
243,Pct 4,1950,229,227,456,158,441,599,0,1,1,0,1,1,0,0,0,2,2,4,14,6,20,0,0,0,6,0,6,1,4,5,1092,DesMoines Pct 4
244,Pct 5,2004,217,384,601,120,550,670,0,1,1,0,0,0,0,0,0,2,3,5,7,12,19,0,2,2,1,1,2,1,3,4,1304,DesMoines Pct 5
245,Pct 6,1388,121,121,242,111,284,395,1,1,2,2,0,2,0,0,0,2,2,4,13,5,18,0,1,1,2,2,4,1,1,2,670,DesMoines Pct 6
246,Pct 7,2314,295,412,707,180,604,784,0,1,1,0,0,0,0,1,1,2,6,8,13,16,29,1,0,1,2,1,3,0,5,5,1539,DesMoines Pct 7
247,Pct 8C,2461,408,502,910,154,755,909,1,0,1,1,1,2,0,1,1,3,4,7,4,5,9,0,1,1,0,5,5,6,4,10,1855,DesMoines Pct 8C
248,Pct 9,2113,336,413,749,127,691,818,0,1,1,0,1,1,0,0,0,0,5,5,10,10,20,0,1,1,2,3,5,2,1,3,1603,DesMoines Pct 9
249,Pct DM,1285,499,247,746,81,193,274,0,1,1,0,0,0,0,0,0,1,0,1,8,3,11,1,0,1,0,1,1,0,0,0,1035,DesMoines Pct DM
250,Pct FM,1961,335,558,893,109,473,582,0,0,0,0,1,1,1,1,2,0,2,2,8,9,17,0,0,0,2,0,2,1,1,2,1501,DesMoines Pct FM
251,Pct HJ,951,301,241,542,57,166,223,0,1,1,0,2,2,0,0,0,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,780,DesMoines Pct HJ
252,Pct MY,2106,733,399,1132,160,319,479,1,0,1,0,1,1,0,0,0,1,1,2,15,4,19,0,0,0,4,0,4,2,1,3,1641,DesMoines Pct MY
253,Pct PW,553,227,117,344,26,69,95,0,0,0,0,1,1,0,0,0,0,1,1,7,0,7,0,0,0,0,0,0,0,0,0,448,DesMoines Pct PW
254,Pct UNION,627,140,166,306,25,147,172,0,0,0,0,1,1,0,0,0,1,0,1,1,3,4,0,0,0,0,1,1,1,2,3,488,DesMoines Pct UNION
255,Pct WB,2176,366,350,716,192,569,761,1,1,2,0,1,1,0,0,0,2,0,2,16,6,22,1,1,2,1,2,3,2,0,2,1511,DesMoines Pct WB
256,1 Rockdale,2740,573,526,1099,192,838,1030,0,0,0,0,2,2,0,0,0,3,1,4,15,16,31,1,0,1,0,4,4,2,3,5,2176,Dubuque 1 Rockdale
257,2 Theisens,2557,344,534,878,118,984,1102,0,1,1,0,0,0,1,0,1,1,1,2,7,8,15,0,0,0,0,2,2,6,2,8,2009,Dubuque 2 Theisens
258,3 ARC,1581,223,295,518,95,514,609,0,0,0,0,0,0,0,0,0,2,1,3,3,11,14,0,1,1,1,2,3,1,3,4,1152,Dubuque 3 ARC
259,4 EMA,3028,414,650,1064,143,1045,1188,0,1,1,0,1,1,0,1,1,1,7,8,11,13,24,0,0,0,2,2,4,2,6,8,2299,Dubuque 4 EMA
260,5 Arbor Oaks,2523,419,442,861,181,918,1099,0,0,0,0,2,2,0,1,1,2,5,7,10,10,20,0,0,0,0,0,0,0,2,2,1992,Dubuque 5 Arbor Oaks
261,6 Summit,2174,414,416,830,176,672,848,0,1,1,1,2,3,0,0,0,1,3,4,7,11,18,0,0,0,3,1,4,0,3,3,1711,Dubuque 6 Summit
262,7 St. Peter Lutheran,2658,387,457,844,162,964,1126,0,0,0,0,2,2,0,0,0,3,2,5,11,17,28,0,2,2,1,2,3,2,5,7,2017,Dubuque 7 St. Peter Lutheran
263,8 Emmaus,1578,206,323,529,78,530,608,0,1,1,0,2,2,0,0,0,0,0,0,6,10,16,0,0,0,1,2,3,5,4,9,1168,Dubuque 8 Emmaus
264,9 Westminster,2412,236,310,546,163,600,763,0,0,0,1,0,1,0,0,0,1,3,4,12,5,17,0,0,0,5,1,6,0,1,1,1338,Dubuque 9 Westminster
265,10 Westminster,2720,382,336,718,252,726,978,1,1,2,1,0,1,0,0,0,3,3,6,11,12,23,0,2,2,3,2,5,3,6,9,1744,Dubuque 10 Westminster
266,11 UAW,2041,351,349,700,174,580,754,0,0,0,0,1,1,0,0,0,0,2,2,9,10,19,0,0,0,1,2,3,1,2,3,1482,Dubuque 11 UAW
267,12 Windsor,2396,331,461,792,121,833,954,0,0,0,0,4,4,0,0,0,0,3,3,14,11,25,0,0,0,2,3,5,0,4,4,1787,Dubuque 12 Windsor
268,13 Moose Lodge,1796,331,210,541,132,435,567,0,0,0,0,1,1,1,1,2,2,1,3,9,3,12,0,1,1,2,2,4,0,3,3,1134,Dubuque 13 Moose Lodge
269,14 Sacred Heart,1690,218,137,355,149,350,499,0,1,1,3,2,5,1,0,1,2,3,5,7,5,12,1,0,1,7,4,11,0,4,4,894,Dubuque 14 Sacred Heart
270,15 Holy Trinity,2026,380,258,638,201,584,785,0,0,0,1,2,3,0,1,1,1,1,2,13,7,20,0,0,0,4,1,5,2,2,4,1458,Dubuque 15 Holy Trinity
271,16 Election Annex,1488,98,151,249,89,426,515,0,0,0,0,2,2,0,0,0,2,5,7,6,9,15,0,0,0,1,0,1,2,4,6,795,Dubuque 16 Election Annex
272,17 St. Johns,1527,135,124,259,138,333,471,1,0,1,0,0,0,1,0,1,6,2,8,7,13,20,0,0,0,3,1,4,0,2,2,766,Dubuque 17 St. Johns
273,18 Federal Building,1968,142,180,322,169,592,761,1,2,3,0,0,0,0,0,0,3,2,5,7,8,15,0,0,0,3,0,3,4,3,7,1116,Dubuque 18 Federal Building
274,19 YMCA,2030,258,259,517,149,768,917,0,0,0,0,1,1,0,0,0,2,1,3,7,4,11,0,0,0,2,2,4,2,4,6,1459,Dubuque 19 YMCA
275,20 Fogarty Hall,2229,325,387,712,159,872,1031,0,1,1,1,0,1,0,0,0,0,3,3,8,5,13,0,1,1,0,1,1,2,4,6,1769,Dubuque 20 Fogarty Hall
276,31 Asbury City Hall,2554,439,485,924,195,906,1101,0,1,1,1,0,1,0,0,0,2,2,4,8,8,16,0,0,0,1,2,3,3,2,5,2055,Dubuque 31 Asbury City Hall
277,32 Meadows,3080,671,767,1438,161,907,1068,1,2,3,1,3,4,0,1,1,2,5,7,21,10,31,0,0,0,4,2,6,2,1,3,2561,Dubuque 32 Meadows
278,33 Cascade,1921,622,300,922,179,450,629,0,2,2,1,3,4,0,0,0,3,1,4,3,4,7,0,0,0,2,0,2,0,4,4,1574,Dubuque 33 Cascade
279,34 Peosta,3212,903,701,1604,256,776,1032,2,1,3,1,0,1,0,0,0,2,1,3,12,10,22,0,0,0,1,5,6,0,0,0,2671,Dubuque 34 Peosta
280,35 Luxemburg,1772,589,495,1084,71,341,412,0,0,0,0,1,1,0,0,0,0,2,2,5,6,11,0,0,0,0,0,0,3,0,3,1513,Dubuque 35 Luxemburg
281,36 Hope Church,2158,574,483,1057,160,558,718,1,0,1,0,1,1,0,0,0,0,2,2,8,11,19,1,1,2,3,2,5,0,5,5,1810,Dubuque 36 Hope Church
282,37 DYV Social Center,862,244,201,445,50,194,244,0,0,0,0,1,1,0,1,1,0,1,1,6,0,6,0,0,0,0,3,3,0,3,3,704,Dubuque 37 DYV Social Center
283,38 DYV Social Center,904,287,193,480,64,188,252,1,0,1,0,0,0,0,0,0,0,2,2,5,2,7,0,0,0,0,0,0,0,1,1,743,Dubuque 38 DYV Social Center
284,39 Beckman/Theisens,1964,571,551,1122,98,371,469,0,1,1,1,1,2,0,1,1,0,1,1,12,5,17,0,0,0,1,1,2,0,2,2,1617,Dubuque 39 Beckman/Theisens
285,40 Farley,1111,441,128,569,119,217,336,0,1,1,0,0,0,0,0,0,0,1,1,4,0,4,0,0,0,0,0,0,0,1,1,912,Dubuque 40 Farley
286,41 Epworth,2120,686,337,1023,187,452,639,1,1,2,0,1,1,0,0,0,2,1,3,3,5,8,1,1,2,2,1,3,1,0,1,1682,Dubuque 41 Epworth
287,42 Sherrill,2259,687,518,1205,118,532,650,0,2,2,1,2,3,0,1,1,0,2,2,4,7,11,0,1,1,1,4,5,1,7,8,1888,Dubuque 42 Sherrill
288,43 Key West,2743,681,595,1276,156,672,828,1,0,1,2,0,2,0,1,1,2,4,6,4,10,14,0,0,0,2,1,3,1,4,5,2136,Dubuque 43 Key West
289,44 Bernard,469,194,73,267,28,79,107,0,0,0,0,2,2,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,379,Dubuque 44 Bernard
290,45 Swiss Valley,1838,405,421,826,87,480,567,0,0,0,2,1,3,0,0,0,1,1,2,7,6,13,0,0,0,1,1,2,0,2,2,1415,Dubuque 45 Swiss Valley
291,AUBURN TWP.,332,120,80,200,23,65,88,0,1,1,0,0,0,0,0,0,1,0,1,1,3,4,0,0,0,0,0,0,0,0,0,294,Fayette AUBURN TWP.
292,BANKS-FREMONT TWP.,543,240,111,351,41,80,121,0,0,0,0,0,0,0,1,1,1,0,1,2,3,5,0,0,0,1,0,1,2,0,2,482,Fayette BANKS-FREMONT TWP.
